sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
9237,,Default,simple,Default Category/Kitchen Appliances/Kitchen Machine,base,Prospero KM-282 Kitchen Machine,"<ul>
\n 	<li>Power: 900W</li>
\n 	<li>White Finish</li>
\n 	<li>Spatula and splashguard</li>
\n 	<li>3 outlets to power a range of attachments</li>
\n 	<li>4.3-liter stainless steel bowl</li>
\n 	<li>3 metal bowl tools</li>
\n 	<li>Variable speed control</li>
\n 	<li>Fully interlocked</li>
\n 	<li><strong>Attachments included:</strong>
\n• Glass Blender
\n• Food Processor
\n• Citrus Press
\n• Spatula and splashguard</li>
\n</ul>","<div class=""col-xs-12"">
\n<h3>About the Prospero KM282</h3>
\nIf space is at a premium and you are looking for an easy to use kitchen machine with Kenwood's trademark versatility then Prospero is for you.
\n
\n<hr />
\n
\n</div>
\n<div class=""row"">
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://estore.kenwoodpakistan.com/wp-content/uploads/2020/08/KM282.jpg"" width=""240"" height=""180"" /></div>
\n<div class=""col-xs-8"">
\n<h3>In-Bowl Design - Innovation</h3>
\nThe Kenwood Prospero KM 282 white kitchen machine with stainless steel bowl is designed to make it easy for you to choose the right kitchen machine for all your usual cooking tasks.
\n
\n</div>
\n</div>
\n
\n<hr />
\n
\n<div class=""row"">
\n<div class=""col-xs-8"">
\n<h3>Simplicity</h3>
\nIf space is at a premium or you’re taking your first steps into food preparation and are looking for a simple machine full of functions that will give confidence then Prospero is right for you. The Kenwood Prospero is a smaller domestic machine ideal for light everyday family use.
\n
\n</div>
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/11/Bowl_240x180.jpg"" width=""240"" height=""180"" /></div>
\n</div>
\n
\n<hr />
\n
\n<div class=""row"">
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/11/SpeedControl_240x180.jpg"" width=""240"" height=""180"" /></div>
\n<div class=""col-xs-8"">
\n<h3>Variable speed control</h3>
\nVariable speed control makes this an easy to use kitchen machine with Kenwood’s trademark versatility.
\n
\n</div>
\n</div>",,1,Taxable Goods,"Catalog, Search",24500,,,,prospero-km-282-kitchen-machine-4,,,If space is at a premium and you are looking for an easy to use kitchen machine with Kenwood’s trademark versatility then Prospero is for you,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/08/KM282.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/08/KM282.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/08/KM282.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5227,5253",,,,,,,,,,,,,,,,,,
6680,,Default,simple,"Default Category/Kitchen Appliances/Juicer,Default Category/Kitchen Appliances",base,JEP-02,"<strong>JEP-02</strong>
\n
\nReliable 800W motor to extract more juice and retain nutrients
\n
\n2 speeds for juicing hard and soft fruit and vegetables
\n
\nlarge  75mm Wide feed tube to reduce preparation time
\n
\nLess mess with handy pulp container
\n
\nEasy pour juice jug",,,1,Taxable Goods,"Catalog, Search",11000,,,,jep-02-9,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/JEP-02-2.png,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/JEP-02-2.png,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/JEP-02-2.png,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
6660,,Default,simple,"Default Category/Kitchen Appliances/Juicer,Default Category/Kitchen Appliances",base,JEP 500 WH,"<strong>JEP 500WH</strong>
\n
\n75 mm Large feeding tube
\n
\nTwo Speed Control
\n
\nDetachable anti drip spout
\n
\n2L Large Capacity Pulp Container
\n
\nDurable metal spinner
\n
\nSafety lock
\n
\nEasy to clean",,,1,Taxable Goods,"Catalog, Search",11000,,,,jep-500-wh-9,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/JEP500WH-Left-Panel-scaled.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/JEP500WH-Left-Panel-scaled.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/JEP500WH-Left-Panel-scaled.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,,,,,"https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/JEP500WH-Top-Panel.jpg, https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/JEP500WH-Easy-Clean-2.jpg",,,,,,,,,,,,,,
6658,,Default,simple,"Default Category/Kitchen Appliances/Hand Blender,Default Category/Kitchen Appliances",base,HDP-304,"&nbsp;
\n
\n<strong>HDP 304</strong>
\n
\nNew 800W power
\n
\nMetal blending triblade™ wand
\n
\nDurable stainless steel balloon whisk
\n
\nUnique Soup XL pan blending attachment
\n
\n0.75L calibrated beaker
\n
\n1 speed plus turbo function
\n
\nEasy to clean
\n
\nCentral top cord exit
\n
\nEasy release buttons for attachments",,,1,Taxable Goods,"Catalog, Search",8700,,,,hdp-304-7,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/HDP-304.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/HDP-304.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/04/HDP-304.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
5191,,Default,simple,Default Category/Kitchen Appliances/Food Processor,base,FDP-302WH,"<ul>
\n 	<li> Power: 800W</li>
\n 	<li> 2 speeds plus pulse</li>
\n 	<li> Capacity 2.1-litre bowl</li>
\n 	<li> Stainless steel knife blade</li>
\n 	<li> Emulsifying tool</li>
\n 	<li> Reversible slicing/shredding disc</li>
\n 	<li> Compact space-saving design</li>
\n 	<li> Plastic blender</li>
\n 	<li> Integral cord storage</li>
\n</ul>
\n<h3></h3>","<h3>Food Processor - FDP-302WH</h3>
\nIf you are fond of cooking then Kenwood has created the best helper for your kitchen, with its stainless steel knife and reversible slicing and shredding disc you can easily dice vegetables and can cook your favorite delicious food.",,1,Taxable Goods,"Catalog, Search",11900,,,,fdp-302wh-7,Food Processor price in Pakistan - Kenwood Kitchen Appliance,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/03/fdp-302wh-300x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/03/fdp-302wh-300x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2020/03/fdp-302wh-300x300-1.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5221,5222",,,,,,,,,,,,,,,,,,
5326,,Default,simple,Default Category/Kitchen Appliances/Hand Blender,base,HDP-102WG,"<ul>
\n 	<li> Power: 600W</li>
\n 	<li> Textured grip handle</li>
\n 	<li> Easy to clean</li>
\n 	<li> 0.5L chopper</li>
\n 	<li> Plastic triblade™ blending wand</li>
\n 	<li> 0.5L calibrated beaker</li>
\n 	<li> Bayonet fit attachments</li>
\n 	<li> One speed + Turbo</li>
\n</ul>","<h3>The new HDP-102WG Hand Blender</h3>
\nKenwood blender is designed to assist with blending ingredients together to make a variety of drinks, soups, dips, etc",,1,Taxable Goods,"Catalog, Search",6300,,,,hdp-102wg-6,Kenwood Hand Blender - Food preparation range,,Kenwood hand blender HDP- 402 with it's multiple attachment brings your ease of whisk and chop which helps you to prepare food with ease and hassle free.,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/hdp-102wg-300x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/hdp-102wg-300x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/hdp-102wg-300x300-1.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5224,5244",,,,,,,,,,,,,,,,,,
5325,,Default,simple,Default Category/Kitchen Appliances/Food Processor,base,FP-730,"<ul>
\n 	<li> Power: 1000W max motor</li>
\n 	<li> Variable speed plus pulse</li>
\n 	<li> Capacity generous 3.0-litre bowl</li>
\n 	<li> Calibrated 1.5-litre liquidiser</li>
\n 	<li> Integral cord storage</li>
\n 	<li> Dishwasher safe parts</li>
\n 	<li> Detachable blades for ease of cleaning</li>
\n 	<li> Full safety interlock</li>
\n 	<li> Easy clean design</li>
\n</ul>","<h3>Food Processor - FP-730</h3>
\nIf you are fond of cooking then Kenwood has created the best helper for your kitchen, with its stainless steel knife and reversible slicing and shredding disc you can easily dice vegetables and can cook your favorite delicious food.",,1,Taxable Goods,"Catalog, Search",22400,,,,fp-730-5,Cooking range in Pakistan - Kenwood Food Processor,,"Kenwood food processor comes with number of attachments provides you hassle free cooking, now its easy to make delicious food for you family.",https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/fp730-300x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/fp730-300x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/fp730-300x300-1.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5221,5222",,,,,,,,,,,,,,,,,,
5323,,Default,simple,Default Category/Kitchen Appliances/Food Processor,base,FDM-307SS,"<ul>
\n 	<li>Power: 800W</li>
\n 	<li> 2 speeds plus pulse</li>
\n 	<li> Capacity 2.1-litre bowl</li>
\n 	<li> Glass liquidiser with 1.2-litre capacity</li>
\n 	<li> Stainless steel knife blade</li>
\n 	<li> Citrus press</li>
\n 	<li> 2 Reversible slicing/grating discs</li>
\n 	<li> Extra fine grating disc</li>
\n</ul>","<h3>Food Processor - FDM-307SS</h3>
\nIf you are fond of cooking then Kenwood has created the best helper for your kitchen, with its stainless steel knife and reversible slicing and shredding disc you can easily dice vegetables and can cook your favorite delicious food.",,1,Taxable Goods,"Catalog, Search",26100,,,,fdm-307ss-6,Cooking range in Pakistan - Kenwood Food Processor,,"Kenwood food processor comes with number of attachments provides you hassle free cooking, now its easy to make delicious food for you family.",https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/fdm307ss-300x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/fdm307ss-300x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/fdm307ss-300x300-1.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5221,5222",,,,,,,,,,,,,,,,,,
5312,,Default,simple,Default Category/Kitchen Appliances/Blender,base,BLP-300WH,"<ul>
\n 	<li> Power: 450W</li>
\n 	<li> 1.6-litre plastic goblet</li>
\n 	<li> 2 speeds plus pulse</li>
\n 	<li> Stainless steel blades</li>
\n 	<li> Rubber feet</li>
\n 	<li> White plastic high gloss finish</li>
\n 	<li> Cord storage</li>
\n 	<li> Safety interlock system</li>
\n</ul>","Base dismantles for easy cleaning with removable filler cap and oil drip-feed. Ideal for mayonnaise and dips with attachments such as mill, storage lid, and sprinkler cap.",,1,Taxable Goods,"Catalog, Search",6300,,,,blp-300wh-7,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/blp3000.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/blp3000.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/blp3000.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5249,5313",,,,,,,,,,,,,,,,,,
5311,,Default,simple,Default Category/Kitchen Appliances/Chopper,base,CH-505WH,"<ul>
\n 	<li> Power: 1000W</li>
\n 	<li> 1.5L blender</li>
\n 	<li> High-quality stainless steel mill</li>
\n 	<li> Easy to clean and store</li>
\n 	<li> Easy to operate</li>
\n</ul>","This Mini Chopper uses Kenwood's quad blade system. So it will work twice as fast as two blades to give you perfect, even results, every time. It has a 1000W motor and two chopping speeds. Simple controls and push-down operations make it intuitive to use. Just push down on the lid to start or stop the blades.",,1,Taxable Goods,"Catalog, Search",13300,,,,ch-505wh-1,Kenwood Chopper - Cooking range in Pakistan,,Kenwood offers a food preparation chopper with the 450 w power and stainless steel blades and bowl make it one of the best electric chopper in Pakistan,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/chp-505wh-300x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/chp-505wh-300x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/chp-505wh-300x300-1.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5225,5226",,,,,,,,,,,,,,,,,,
5310,,Default,simple,Default Category/Kitchen Appliances/Chopper,base,CH-180A,"<ul>
\n 	<li> Power: 300W</li>
\n 	<li>150 gram bowl capacity</li>
\n 	<li>Stainless steel blades</li>
\n 	<li> New ‘mayonnaise’ oil drip lid</li>
\n 	<li> Bowl interlock</li>
\n 	<li> Cord grip</li>
\n 	<li>Rubber feet</li>
\n 	<li>Easy clean</li>
\n</ul>","This Mini Chopper uses Kenwood's quad blade system. So it will work twice as fast as two blades to give you perfect, even results, every time. It has a 500W motor and two chopping speeds. Simple controls and push-down operation make it intuitive to use. Just push down on the lid to start or stop the blades.",,1,Taxable Goods,"Catalog, Search",5400,,,,ch-180a-4,Kenwood Chopper - Cooking range in Pakistan,,Kenwood offers a food preparation chopper with the 450 w power and stainless steel blades and bowl make it one of the best electric chopper in Pakistan,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/ch-505wh-300x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/ch-505wh-300x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2019/04/ch-505wh-300x300-1.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5225,5226",,,,,,,,,,,,,,,,,,
5258,,Default,simple,Default Category/Kitchen Appliances/Dry Iron,base,DIP-210,"<ul>
\n 	<li>1300 watts</li>
\n 	<li>Self Clean</li>
\n 	<li>Water Spray</li>
\n 	<li>No drip</li>
\n 	<li>Temperature Control</li>
\n</ul>","<div class=""col-xs-12"">
\n<h3>DIP-210 - 1300W max</h3>
\nOptimal body weight for you to iron without hassle
\n
\n<hr />
\n
\n</div>
\n<div class=""row"">
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/12/IRON-7.jpg"" width=""280"" height=""140"" /></div>
\n<div class=""col-xs-8"">
\n<h3>Water Spray</h3>
\nSpray mist for tough creases
\n
\n</div>
\n</div>
\n
\n<hr />
\n
\n<div class=""row"">
\n<div class=""col-xs-8"">
\n<h3>Water Tank</h3>
\nRemovable water tank for convenient water filling
\n
\n</div>
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/12/IRON-2.jpg"" width=""280"" height=""202"" /></div>
\n</div>",,1,Taxable Goods,"Catalog, Search",2600,,,,dip-210-1,Dry Iron by Kenwood Pakistan,,"Kenwood dry iron DIP 210 equipped with no drip, temperature control function. It has also water spray which makes it easier for ironing hassle free.",https://estore.kenwoodpakistan.com/wp-content/uploads/2016/12/IRON-11-scaled.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2016/12/IRON-11-scaled.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2016/12/IRON-11-scaled.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,5257,,,,,,,,,,,,,,,,,,
5257,,Default,simple,Default Category/Kitchen Appliances/Dry Iron,base,DIP-200,"<ul>
\n 	<li>Temperature control</li>
\n 	<li>360° Rotation</li>
\n 	<li>Lightweight</li>
\n 	<li>Stainless steel soleplate</li>
\n 	<li>1300 Watts</li>
\n 	<li>Self Clean</li>
\n 	<li>No drip</li>
\n 	<li>Anti-scale</li>
\n</ul>","<div class=""col-xs-12"">
\n<h3>Dry Iron DIP-200 - 1300W max</h3>
\nStainless steel soleplate for quick heat conduction
\n
\n<hr />
\n
\n</div>
\n<div class=""row"">
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/12/IRON-12.jpg"" width=""280"" height=""185"" /></div>
\n<div class=""col-xs-8"">
\n<h3>Lightweight</h3>
\nOptimal body weight for you to iron without hassle.
\n
\n</div>
\n</div>
\n
\n<hr />
\n
\n<div class=""row"">
\n<div class=""col-xs-8"">
\n<h3>360° Rotation</h3>
\n360° pivoting cord provides you freedom of movement
\n
\n</div>
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/12/IRON-4.jpg"" width=""280"" height=""155"" /></div>
\n</div>",,1,Taxable Goods,"Catalog, Search",2600,,,,dip-200-3,Dry Iron - Kenwood Pakistan Home and Kitchen Appliances,,"Kenwood dry iron 1300 watts power iron equipped with self clean feature, temperature control, stainless steel and no drip function gives hassle free iron",https://estore.kenwoodpakistan.com/wp-content/uploads/2016/12/IRON-81-scaled.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2016/12/IRON-81-scaled.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2016/12/IRON-81-scaled.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,5258,,,,,,,,,,,,,,,,,,
5256,,Default,simple,Default Category/Kitchen Appliances/Kettle,base,JKP-220,"<ul>
\n 	<li> Power: available in 2.2kW and 3kW</li>
\n 	<li> Capacity:1.6 Litres</li>
\n 	<li> Removable mesh filter</li>
\n 	<li> Spout design allows easy filling and perfect pouring</li>
\n 	<li> Polished concealed element makes cleaning easy</li>
\n 	<li> 360° power base</li>
\n 	<li> Plastic body with a finish</li>
\n 	<li> Sure grip™ touchpoint</li>
\n 	<li> Flip lid</li>
\n 	<li> Accurate filling up to 6 cups</li>
\n 	<li> Fill a little save a lot ECO 1 cup</li>
\n</ul>","<div class=""col-xs-12"">
\n<h3>The white JKP220 Jug Kettle</h3>
\nNEW 1 cup option conveniently allows users to quickly and easily portion 1 cup up to 6. It helps to fill a little save a lot, both energy and water. Ranged with matching toaster and coffee maker.
\n
\n<hr />
\n
\n</div>
\n<div class=""row"">
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/11/Kettles-JKP200-800x600-2_300x225.jpg"" width=""280"" height=""210"" /></div>
\n<div class=""col-xs-8"">
\n<h3>Compact and simple design</h3>
\nThe True range embodies all of Kenwood's core values, offering simple stylish products to consumers who want products they can trust time after time to deliver consistent results.
\n
\n</div>
\n</div>
\n
\n<hr />
\n
\n<div class=""row"">
\n<div class=""col-xs-8"">
\n<h3>Innovation</h3>
\nThe Kenwood JKP 220 jug kettle belongs to the True collection, detailing a compact and simple design that works perfectly with smaller living spaces.
\n
\n</div>
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/11/BreakfastPromo.jpg"" width=""280"" height=""233"" /></div>
\n</div>
\n
\n<hr />
\n
\n<div class=""row"">
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/11/Kettles-JKP200-800x600-3_300x225.jpg"" width=""280"" height=""210"" /></div>
\n<div class=""col-xs-8"">
\n<h3>Convenience</h3>
\nThe kettle features the Kenwood Eco 1 cup option which allows you to measure up to 6 cups delivery, saving time and energy.
\n
\n</div>
\n</div>",,1,Taxable Goods,"Catalog, Search",5000,,,,jkp-220-9,Tea Kettle of Kenwood from Breakfast Range,,"Kenwood tea kettle having capacity of more than 1 liters, plastic body & removable mesh filter loved by everyone and consider as one of the best tea kettle.",https://estore.kenwoodpakistan.com/wp-content/uploads/2016/11/JKP220-233x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2016/11/JKP220-233x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2016/11/JKP220-233x300-1.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5219,5220",,,,,,,,,,,,,,,,,,
5255,,Default,simple,Default Category/Kitchen Appliances/Kitchen Machine,base,Prospero KM-288,"<ul>
\n 	<li>Power: 900W</li>
\n 	<li>Capacity: 4.3 Litre</li>
\n 	<li>All Plastic Body- Black</li>
\n 	<li>Spatula and splashguard</li>
\n 	<li>3 Fully interlocked outlets</li>
\n 	<li>Bowl tools</li>
\n 	<li>Variable speed control</li>
\n 	<li>Compact design</li>
\n</ul>","<div class=""col-xs-12"">
\n<h3>About the Prospero KM 288</h3>
\nIf space is at a premium or you are taking your first steps into food preparation and are looking for a simple machine full of functions that will give confidence then Prospero is right for you.
\n
\n<hr />
\n
\n</div>
\n<div class=""row"">
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/11/KitchenMachines-KM288-800x600-1_300x225.jpg"" width=""280"" height=""210"" /></div>
\n<div class=""col-xs-8"">
\n<h3>Designed to make it easy for you</h3>
\nThe Kenwood Prospero KM288 black compact kitchen machine is designed to make it easy for you to choose the right kitchen machine for all your usual cooking tasks.
\n
\n</div>
\n</div>
\n
\n<hr />
\n
\n<div class=""row"">
\n<div class=""col-xs-8"">
\n<h3>In-Bowl Design - Simplicity</h3>
\nIf space is at a premium or you’re taking your first steps into food preparation and are looking for a simple machine full of functions that will give confidence then Prospero is right for you.
\n
\nThe Kenwood Prospero is a smaller domestic machine ideal for light everyday family use.
\n
\n</div>
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/11/Bowl_240x1802.jpg"" width=""240"" height=""180"" /></div>
\n</div>
\n
\n<hr />
\n
\n<div class=""row"">
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/11/SpeedControl_240x180.jpg"" width=""240"" height=""180"" /></div>
\n<div class=""col-xs-8"">
\n<h3>Variable speed control</h3>
\nVariable speed control makes this an easy to use kitchen machine with Kenwood’s trademark versatility.
\n
\n</div>
\n</div>",,1,Taxable Goods,"Catalog, Search",35000,,,,prospero-km-288-6,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2016/11/288-281x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2016/11/288-281x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2016/11/288-281x300-1.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5227,5252",,,,,,,,,,,,,,,,,,
5253,,Default,simple,Default Category/Kitchen Appliances/Kitchen Machine,base,Prospero KM-287,"<ul>
\n 	<li>Power: 900W</li>
\n 	<li>Capacity: 4.3 Litre</li>
\n 	<li>All Plastic Body- Silver</li>
\n 	<li>Spatula and splashguard</li>
\n 	<li>3 Fully interlocked outlets</li>
\n 	<li>Bowl tools</li>
\n 	<li>Variable speed control</li>
\n 	<li>Compact design</li>
\n</ul>
\n&nbsp;","<div class=""col-xs-12"">
\n<h3>About the Prospero KM287</h3>
\nThe Kenwood Prospero KM280 Series kitchen machine with stainless steel bowl is designed to make it easy for you to choose the right kitchen machine for all your usual cooking tasks.
\n
\n<hr />
\n
\n</div>
\n<div class=""row"">
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/11/KM283-800x600-1_300x225.jpg"" width=""280"" height=""210"" /></div>
\n<div class=""col-xs-8"">
\n<h3>Stainless steel In-bowl design</h3>
\nThe Kenwood Prospero KM 287 Series kitchen machine with stainless steel bowl is designed to make it easy for you to choose the right kitchen machine for all your usual cooking tasks.
\n
\n</div>
\n</div>
\n
\n<hr />
\n
\n<div class=""row"">
\n<div class=""col-xs-8"">
\n<h3>Compact design</h3>
\nProspero is a smaller domestic machine ideal for light everyday family use and basic food preparation.
\n
\n</div>
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/11/Bowl_240x1801.jpg"" width=""240"" height=""180"" /></div>
\n</div>
\n
\n<hr />
\n
\n<div class=""row"">
\n<div class=""col-xs-4""><img class=""img-responsive"" src=""https://www.kenwoodpakistan.com/wp-content/uploads/2016/11/Outlets_240x180.jpg"" width=""240"" height=""180"" /></div>
\n<div class=""col-xs-8"">
\n<h3>3 Fully interlocked outlets</h3>
\n3 outlets to power a range of attachments, fully interlocked for added safety. Like all Kenwood kitchen machines, the Prospero KM 287 features high quality, tested components and a range of practical attachments. It'll work hard for you, perfectly blending, kneading, whisking, and processing the ingredients you need to create fabulous meals, bread, cakes, and pastries.
\n
\n</div>
\n</div>",,1,Taxable Goods,"Catalog, Search",47800,,,,prospero-km-287-8,,,,https://estore.kenwoodpakistan.com/wp-content/uploads/2016/11/287-281x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2016/11/287-281x300-1.jpg,,https://estore.kenwoodpakistan.com/wp-content/uploads/2016/11/287-281x300-1.jpg,,,,,,,,Block after Info Column,,,,,,,,,,,Use config,,,,0,1,0,0,1,1,1,0,1,0,,1,0,1,1,0,1,0,0,0,,,"5227,5252",,,,,,,,,,,,,,,,,,
